"reg_datos[, 1]","SlogP_VSA2","PEOE_VSA9","SMR_VSA6","Chi0n","FractionCSP3","VSA_EState9","BCUT2D_LOGPLOW","NumRotatableBonds","Chi0v","BCUT2D_MRLOW","EState_VSA8","SlogP_VSA8","PEOE_VSA1","SMR_VSA3","BCUT2D_CHGHI","SlogP_VSA1","MinPartialCharge","SMR_VSA9","BalabanJ","PEOE_VSA8","BCUT2D_MWLOW","qed"
0.47020089600076,4.98397852094721,5.69392799484846,0,7.11445775215613,0,0,-1.9329924660088,1,10.2864508303855,1.24746237680448,42.1606549208522,11.0138279170622,5.31678860400633,4.98397852094721,2.0352185608302,0,-0.676550763906739,0,2.4915811276479,15.1519356416502,10.1903641280684,0.769190932218166
0.276640302618206,4.98397852094721,17.3266007993377,0,8.25295599713759,0,0,-1.97615201957843,1,8.25295599713759,1.23794833712064,10.3007671249535,11.0138279170622,5.31678860400633,4.98397852094721,2.06694960068486,0,-0.676390683276877,12.1384426255845,2.6067117587567,11.7699481016823,10.0522364627153,0.706931560804003
0.353018016448096,4.98397852094721,5.69392799484846,0,8.35852880613767,0.166666666666667,0,-1.96140500830746,1,8.35852880613767,1.20291440824557,36.2906286996303,11.0138279170622,5.31678860400633,4.98397852094721,2.01315561881128,0,-0.677273505906655,0,2.4915811276479,6.19684357161308,10.0590400215705,0.657877911488091
0.413657061401219,4.98397852094721,5.69392799484846,0,13.7332599056731,0,0,-1.98647485884193,3,15.24511779771,1.26981719987663,10.3007671249535,27.7138354305254,5.31678860400633,4.98397852094721,2.11279796654015,0,-0.676976329848788,11.126902983394,1.8858084041555,21.8055616907927,9.9493712307565,0.481368915602599
0.462173739499372,11.1602770383907,11.2573794865455,0,9.62631564419303,0.166666666666667,0,-2.16682164893267,1,9.62631564419303,-0.137659231245065,10.3007671249535,11.0138279170622,5.31678860400633,4.98397852094721,2.37295216815711,0,-0.677000465724595,0,2.66174601527837,11.7699481016823,10.0278642886939,0.701038054354021
0.420323682899855,4.98397852094721,10.7165613085898,0,7.11445775215613,0,0,-1.93300714732794,1,8.62631564419304,1.26619974144837,10.3007671249535,11.0138279170622,5.31678860400633,4.98397852094721,2.04146095236347,0,-0.676247961586266,0,2.4915811276479,11.2291299237267,10.1849185988722,0.714424675576615
0.286798056930711,4.98397852094721,5.69392799484846,0,7.11445775215613,0,0,-1.96348658296748,1,7.11445775215613,0.612639814699856,10.3007671249535,11.0138279170622,5.31678860400633,4.98397852094721,2.06524770669828,0,-0.675040740746898,0,2.4915811276479,6.19684357161308,10.1683492454609,0.671492657240853
0.334854874199098,14.8306006185826,9.84662209763534,0,8.88594915899304,0,0,-2.05912437955335,3,8.88594915899304,-0.417720407151286,10.3007671249535,11.0138279170622,5.31678860400633,4.98397852094721,2.20650023548025,0,-0.671708317799738,0,2.63175725470749,18.3392307469086,10.1279964706821,0.597527400965312
0.356922751899065,19.2035736035023,19.9135230774035,14.2195950825551,9.1750253870654,0.166666666666667,3.21414588057445,-2.0000849474245,3,9.1750253870654,0.307876896969971,10.3007671249535,11.0138279170622,14.7905145116064,4.98397852094721,2.08074255825597,4.73686295380005,-0.67437863620865,5.74951183328391,2.49321345613721,6.19684357161308,10.1504133806191,0.779385034327072
0.203291139697166,4.98397852094721,0,0,7.11445775215613,0,0,-1.90948660231477,1,10.2864508303855,1.25729470270787,42.1606549208522,11.0138279170622,5.31678860400633,4.98397852094721,1.98091917904163,0,-0.677434380994152,0,2.35648325059831,20.8458636364986,10.1916475341658,0.769190932218166
